ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-12-27,63.05573726623393,59.90579526204983,66.55032041883454,63.05573726623393,63.05573726623393,0.0,0.0,0.0,0.0,0.0,0.0,63.05573726623393
2021-12-28,63.00797724321733,59.553305373162665,66.40814198647846,63.00797724321733,63.00797724321733,0.0,0.0,0.0,0.0,0.0,0.0,63.00797724321733
2021-12-29,62.96021722020073,59.683251248347055,66.3426341143034,62.96021722020073,62.96021722020073,0.0,0.0,0.0,0.0,0.0,0.0,62.96021722020073
2021-12-30,62.91245719771537,59.483262951344024,65.99641279799147,62.91245719771537,62.91245719771537,0.0,0.0,0.0,0.0,0.0,0.0,62.91245719771537
2021-12-31,62.86469717523001,59.522574530486004,66.05012962977177,62.86469717523001,62.86469717523001,0.0,0.0,0.0,0.0,0.0,0.0,62.86469717523001
2022-01-01,62.816937154194314,59.46276057335395,66.28901649882913,62.816937154194314,62.816937154194314,0.0,0.0,0.0,0.0,0.0,0.0,62.816937154194314
2022-01-02,62.76917713390241,59.538154291200684,66.29232864098488,62.76917713390241,62.76917713390241,0.0,0.0,0.0,0.0,0.0,0.0,62.76917713390241
2022-01-03,62.72141711361049,59.19621190668196,66.25609952139354,62.72141711361049,62.72141711361049,0.0,0.0,0.0,0.0,0.0,0.0,62.72141711361049
2022-01-04,62.673657093554766,59.519461478798654,66.13055742060206,62.673657093554766,62.673657093554766,0.0,0.0,0.0,0.0,0.0,0.0,62.673657093554766
2022-01-05,62.625897073499026,59.34884067801136,65.82774299487217,62.625897073499026,62.625897073499026,0.0,0.0,0.0,0.0,0.0,0.0,62.625897073499026
2022-01-06,62.578137053037565,59.368806329871504,65.87617610866222,62.578137053037565,62.578137053037565,0.0,0.0,0.0,0.0,0.0,0.0,62.578137053037565
2022-01-07,62.5303770325761,59.30995093238366,65.93346591079623,62.5303770325761,62.5303770325761,0.0,0.0,0.0,0.0,0.0,0.0,62.5303770325761
2022-01-08,62.48261701068387,59.04713949977705,65.84662923409287,62.48261701068387,62.48261701068387,0.0,0.0,0.0,0.0,0.0,0.0,62.48261701068387
2022-01-09,62.43485698879163,59.12488545499015,65.71268731055036,62.43485698879163,62.43485698879163,0.0,0.0,0.0,0.0,0.0,0.0,62.43485698879163
2022-01-10,62.38709696629107,58.695892064359235,65.68285502303176,62.38709696629107,62.38709696629107,0.0,0.0,0.0,0.0,0.0,0.0,62.38709696629107
2022-01-11,62.33933694379051,58.97892960811861,65.72851564093237,62.33933694379051,62.33933694379051,0.0,0.0,0.0,0.0,0.0,0.0,62.33933694379051
2022-01-12,62.291576921289945,58.9235392128226,65.64019687320143,62.291576921289945,62.291576921289945,0.0,0.0,0.0,0.0,0.0,0.0,62.291576921289945
2022-01-13,62.24381689878938,58.961906966055814,65.69385981447512,62.24381689878938,62.24381689878938,0.0,0.0,0.0,0.0,0.0,0.0,62.24381689878938
2022-01-14,62.19605687628881,59.02198539971564,65.60891041512298,62.19605687628881,62.19605687628881,0.0,0.0,0.0,0.0,0.0,0.0,62.19605687628881
2022-01-15,62.148296853788246,58.732419302422116,65.37750723893646,62.148296853788246,62.148296853788246,0.0,0.0,0.0,0.0,0.0,0.0,62.148296853788246
2022-01-16,62.100536831287684,59.13728120037424,65.57238281398395,62.100536831287684,62.100536831287684,0.0,0.0,0.0,0.0,0.0,0.0,62.100536831287684
2022-01-17,62.05277680878712,58.628615041262826,65.42289372107643,62.05277680878712,62.05277680878712,0.0,0.0,0.0,0.0,0.0,0.0,62.05277680878712
2022-01-18,62.00501678628656,58.64464753716251,65.35805988730576,62.00501678628656,62.00501678628656,0.0,0.0,0.0,0.0,0.0,0.0,62.00501678628656
2022-01-19,61.957256763786,58.88828799979688,65.06425104215582,61.957256763786,61.957256763786,0.0,0.0,0.0,0.0,0.0,0.0,61.957256763786
2022-01-20,61.90949674128543,58.611199677938714,65.47516988875572,61.90949674128543,61.90949674128543,0.0,0.0,0.0,0.0,0.0,0.0,61.90949674128543
2022-01-21,61.86173671878487,58.489004911723576,65.12223154965274,61.86173671878487,61.86173671878487,0.0,0.0,0.0,0.0,0.0,0.0,61.86173671878487
2022-01-22,61.81397669628431,58.27877774472577,65.20931240430409,61.81397537720305,61.81397778934924,0.0,0.0,0.0,0.0,0.0,0.0,61.81397669628431
2022-01-23,61.766216673783745,58.48029666455158,65.17499211695151,61.76621205950114,61.76622113486387,0.0,0.0,0.0,0.0,0.0,0.0,61.766216673783745
2022-01-24,61.718456651283184,58.223698220171876,65.25881166461771,61.71844746524851,61.71846679727256,0.0,0.0,0.0,0.0,0.0,0.0,61.718456651283184
2022-01-25,61.67069662878262,58.35766569331981,64.98115338693441,61.67068217013376,61.67071342690404,0.0,0.0,0.0,0.0,0.0,0.0,61.67069662878262
2022-01-26,61.62293660628206,58.28415660463841,65.01211718344024,61.6229149345751,61.62296102130385,0.0,0.0,0.0,0.0,0.0,0.0,61.62293660628206
2022-01-27,61.57517658378149,58.157790636618,64.9015108942538,61.57514950360855,61.575207948824456,0.0,0.0,0.0,0.0,0.0,0.0,61.57517658378149
2022-01-28,61.52741656128093,58.1579072797874,64.87183035071892,61.52738087763517,61.52745683372941,0.0,0.0,0.0,0.0,0.0,0.0,61.52741656128093
2022-01-29,61.47965653878036,58.087944954147794,64.8974454778035,61.479611305288884,61.47970762242472,0.0,0.0,0.0,0.0,0.0,0.0,61.47965653878036
2022-01-30,61.4318965162798,58.149984196894,64.75065618275795,61.431840386114445,61.43195668891775,0.0,0.0,0.0,0.0,0.0,0.0,61.4318965162798
2022-01-31,61.38413649377924,58.17158451657033,64.81347609720278,61.38406858573625,61.38420840135425,0.0,0.0,0.0,0.0,0.0,0.0,61.38413649377924
2022-02-01,61.336376471278676,58.28418976639332,64.61676657368892,61.336298229965614,61.33645891266442,0.0,0.0,0.0,0.0,0.0,0.0,61.336376471278676
2022-02-02,61.288616448778114,57.88567882371661,64.47393616263017,61.2885278649778,61.288710257944985,0.0,0.0,0.0,0.0,0.0,0.0,61.288616448778114
2022-02-03,61.240856426277546,57.84483931043795,64.97037254746063,61.240752880012835,61.24096170428622,0.0,0.0,0.0,0.0,0.0,0.0,61.240856426277546
2022-02-04,61.193096403776984,57.87848166524623,64.77974276921569,61.19297749111668,61.193215721353525,0.0,0.0,0.0,0.0,0.0,0.0,61.193096403776984
