ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-12-04,40739.75079064593,32410.615053613164,71723.2974192114,40739.75079064593,40739.75079064593,11527.12976864357,11527.12976864357,11527.12976864357,11527.12976864357,11527.12976864357,11527.12976864357,0.0,0.0,0.0,52266.8805592895
2021-12-05,40730.9503940361,24493.564982671778,61829.81292221253,40730.9503940361,40730.9503940361,3120.254528643193,3120.254528643193,3120.254528643193,3120.254528643193,3120.254528643193,3120.254528643193,0.0,0.0,0.0,43851.204922679295
2021-12-06,40722.10701407519,18470.292066159654,55832.01879471522,40722.10701407519,40722.10701407519,-3163.091025776332,-3163.091025776332,-3163.091025776332,-3163.091025776332,-3163.091025776332,-3163.091025776332,0.0,0.0,0.0,37559.01598829886
2021-12-07,40713.26363411427,19462.825619709845,60542.82257616227,40713.26363411427,40713.26363411427,-1940.4928551326816,-1940.4928551326816,-1940.4928551326816,-1940.4928551326816,-1940.4928551326816,-1940.4928551326816,0.0,0.0,0.0,38772.77077898159
2021-12-08,40704.42025415336,16677.82141687668,55430.69486177637,40704.42025415336,40704.42025415336,-5409.119969539986,-5409.119969539986,-5409.119969539986,-5409.119969539986,-5409.119969539986,-5409.119969539986,0.0,0.0,0.0,35295.300284613375
2021-12-09,40695.576874192455,12955.196403896047,51450.65924929777,40695.576874192455,40695.576874192455,-7697.264208542802,-7697.264208542802,-7697.264208542802,-7697.264208542802,-7697.264208542802,-7697.264208542802,0.0,0.0,0.0,32998.31266564965
2021-12-10,40686.733482285796,24316.777594904357,63378.730537237985,40686.733482285796,40686.733482285796,3562.583761706127,3562.583761706127,3562.583761706127,3562.583761706127,3562.583761706127,3562.583761706127,0.0,0.0,0.0,44249.31724399192
2021-12-11,40677.89009037914,32930.541608204,71400.38469906861,40677.89009037914,40677.89009037914,11527.129768647685,11527.129768647685,11527.129768647685,11527.129768647685,11527.129768647685,11527.129768647685,0.0,0.0,0.0,52205.01985902682
2021-12-12,40669.04669847248,23410.50457343081,63579.10704281678,40669.04669847248,40669.04669847248,3120.2545286799564,3120.2545286799564,3120.2545286799564,3120.2545286799564,3120.2545286799564,3120.2545286799564,0.0,0.0,0.0,43789.301227152435
2021-12-13,40660.20330656582,19283.806928705733,56227.60260936315,40660.20330656582,40660.20330656582,-3163.0910257767728,-3163.0910257767728,-3163.0910257767728,-3163.0910257767728,-3163.0910257767728,-3163.0910257767728,0.0,0.0,0.0,37497.11228078904
2021-12-14,40651.35990160051,20194.372907742596,58736.70910310812,40651.35990160051,40651.35990160051,-1940.4928551328128,-1940.4928551328128,-1940.4928551328128,-1940.4928551328128,-1940.4928551328128,-1940.4928551328128,0.0,0.0,0.0,38710.8670464677
2021-12-15,40642.51649663521,16460.87708469254,54196.7057959162,40642.51649663521,40642.51649663521,-5409.1199695448195,-5409.1199695448195,-5409.1199695448195,-5409.1199695448195,-5409.1199695448195,-5409.1199695448195,0.0,0.0,0.0,35233.39652709039
2021-12-16,40633.67309166991,14941.07098786852,51484.249014105044,40633.67309166991,40633.67309166991,-7697.264208540064,-7697.264208540064,-7697.264208540064,-7697.264208540064,-7697.264208540064,-7697.264208540064,0.0,0.0,0.0,32936.40888312984
2021-12-17,40624.82968670461,25170.795408360093,63039.07112086038,40624.82968670461,40624.82968670461,3562.5837617172438,3562.5837617172438,3562.5837617172438,3562.5837617172438,3562.5837617172438,3562.5837617172438,0.0,0.0,0.0,44187.41344842185
