ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-11-13,0.2971567301371065,0.22921770496445054,0.3874001670387835,0.2971567301371065,0.2971567301371065,0.012433800163790249,0.012433800163790249,0.012433800163790249,0.012433800163790249,0.012433800163790249,0.012433800163790249,0.0,0.0,0.0,0.3095905303008967
2021-11-14,0.3022123894756354,0.23233695270895796,0.3915854647823928,0.3022123894756354,0.3022123894756354,0.008283988776629591,0.008283988776629591,0.008283988776629591,0.008283988776629591,0.008283988776629591,0.008283988776629591,0.0,0.0,0.0,0.310496378252265
2021-11-15,0.3072680488141643,0.23524441968509116,0.402219391025959,0.3072680488141643,0.3072680488141643,0.010807551048073807,0.010807551048073807,0.010807551048073807,0.010807551048073807,0.010807551048073807,0.010807551048073807,0.0,0.0,0.0,0.3180755998622381
2021-11-16,0.3123237081526932,0.22227173405939787,0.39460092840318967,0.3123237081526932,0.3123237081526932,-0.0020530404648973367,-0.0020530404648973367,-0.0020530404648973367,-0.0020530404648973367,-0.0020530404648973367,-0.0020530404648973367,0.0,0.0,0.0,0.3102706676877959
2021-11-17,0.3173790737102642,0.23938335597295793,0.4034821155313316,0.3173790737102642,0.3173790737102642,0.0017533407353379027,0.0017533407353379027,0.0017533407353379027,0.0017533407353379027,0.0017533407353379027,0.0017533407353379027,0.0,0.0,0.0,0.3191324144456021
2021-11-18,0.32243443926783527,0.23810131891318112,0.39750102524224756,0.32243443926783527,0.32243443926783527,0.0004322497951152625,0.0004322497951152625,0.0004322497951152625,0.0004322497951152625,0.0004322497951152625,0.0004322497951152625,0.0,0.0,0.0,0.3228666890629505
2021-11-19,0.3274898048254063,0.21993427756680856,0.37366925490757114,0.3274898048254063,0.3274898048254063,-0.031657890053898685,-0.031657890053898685,-0.031657890053898685,-0.031657890053898685,-0.031657890053898685,-0.031657890053898685,0.0,0.0,0.0,0.2958319147715076
2021-11-20,0.3325432531747639,0.2620696149773619,0.4285470971669822,0.3325432531747639,0.3325432531747639,0.012433800163809256,0.012433800163809256,0.012433800163809256,0.012433800163809256,0.012433800163809256,0.012433800163809256,0.0,0.0,0.0,0.34497705333857315
2021-11-21,0.3375967015241214,0.2653123801522399,0.42096572009561806,0.3375967015241214,0.3375967015241214,0.008283988776592838,0.008283988776592838,0.008283988776592838,0.008283988776592838,0.008283988776592838,0.008283988776592838,0.0,0.0,0.0,0.3458806903007142
2021-11-22,0.34264589720409694,0.2737931187446234,0.43247170713533384,0.34264589720409694,0.34264589720409694,0.010807551048117859,0.010807551048117859,0.010807551048117859,0.010807551048117859,0.010807551048117859,0.010807551048117859,0.0,0.0,0.0,0.3534534482522148
2021-11-23,0.34769509288407247,0.2687331858200019,0.43084446789080855,0.34769509288407247,0.34769509288407247,-0.002053040464873465,-0.002053040464873465,-0.002053040464873465,-0.002053040464873465,-0.002053040464873465,-0.002053040464873465,0.0,0.0,0.0,0.345642052419199
2021-11-24,0.35274428856404805,0.27618791442683777,0.44126055077767773,0.35274428856404805,0.35274428856404805,0.001753340735398975,0.001753340735398975,0.001753340735398975,0.001753340735398975,0.001753340735398975,0.001753340735398975,0.0,0.0,0.0,0.354497629299447
2021-11-25,0.3577878123520011,0.274599999178342,0.4377584225739054,0.3577878123520011,0.3577878123520011,0.0004322497950534572,0.0004322497950534572,0.0004322497950534572,0.0004322497950534572,0.0004322497950534572,0.0004322497950534572,0.0,0.0,0.0,0.35822006214705454
2021-11-26,0.36283133613995416,0.24446709942866218,0.41354626440395104,0.36283133613995416,0.36283133613995416,-0.03165789005392079,-0.03165789005392079,-0.03165789005392079,-0.03165789005392079,-0.03165789005392079,-0.03165789005392079,0.0,0.0,0.0,0.3311734460860334
2021-11-27,0.3678748599279072,0.2923178816759234,0.46185095552658706,0.3678748599279072,0.3678748599279072,0.012433800163828264,0.012433800163828264,0.012433800163828264,0.012433800163828264,0.012433800163828264,0.012433800163828264,0.0,0.0,0.0,0.3803086600917355
2021-11-28,0.37291615705528725,0.29835226293911,0.4672269326459866,0.37291615705528725,0.37291615705528725,0.008283988776649905,0.008283988776649905,0.008283988776649905,0.008283988776649905,0.008283988776649905,0.008283988776649905,0.0,0.0,0.0,0.3812001458319372
2021-11-29,0.37795745418266724,0.3080350056119025,0.4737271988219206,0.37795745418266724,0.37795745418266724,0.010807551048015764,0.010807551048015764,0.010807551048015764,0.010807551048015764,0.010807551048015764,0.010807551048015764,0.0,0.0,0.0,0.388765005230683
2021-11-30,0.38299875131004724,0.30366027066376045,0.4653071740992961,0.38299875131004724,0.38299875131004724,-0.002053040464934361,-0.002053040464934361,-0.002053040464934361,-0.002053040464934361,-0.002053040464934361,-0.002053040464934361,0.0,0.0,0.0,0.38094571084511286
2021-12-01,0.3880368681109666,0.3050039955985995,0.4748945912130816,0.3880368681109666,0.3880368681109666,0.0017533407353032492,0.0017533407353032492,0.0017533407353032492,0.0017533407353032492,0.0017533407353032492,0.0017533407353032492,0.0,0.0,0.0,0.38979020884626986
2021-12-02,0.39307498491188597,0.30988947808188333,0.4759716004035763,0.39307498491188597,0.39307498491188597,0.00043224979499164885,0.00043224979499164885,0.00043224979499164885,0.00043224979499164885,0.00043224979499164885,0.00043224979499164885,0.0,0.0,0.0,0.3935072347068776
2021-12-03,0.3981131017128053,0.2884093910069563,0.4507385646344352,0.3981131017128053,0.3981131017128053,-0.031657890053896916,-0.031657890053896916,-0.031657890053896916,-0.031657890053896916,-0.031657890053896916,-0.031657890053896916,0.0,0.0,0.0,0.3664552116589084
2021-12-04,0.3962504943002415,0.3246150528964953,0.49044475104453844,0.3962504943002415,0.3962504943002415,0.012433800163847273,0.012433800163847273,0.012433800163847273,0.012433800163847273,0.012433800163847273,0.012433800163847273,0.0,0.0,0.0,0.40868429446408877
2021-12-05,0.39438788688767773,0.31664002327015506,0.48008874071699026,0.39438788688767773,0.39438788688767773,0.008283988776613153,0.008283988776613153,0.008283988776613153,0.008283988776613153,0.008283988776613153,0.008283988776613153,0.0,0.0,0.0,0.40267187566429086
2021-12-06,0.39252527947511395,0.3180131938983946,0.48735215212359967,0.39252527947511395,0.39252527947511395,0.010807551048059815,0.010807551048059815,0.010807551048059815,0.010807551048059815,0.010807551048059815,0.010807551048059815,0.0,0.0,0.0,0.40333283052317376
2021-12-07,0.39065828069249964,0.3032110284865976,0.46516400099090144,0.39065828069249964,0.39065828069249964,-0.002053040464935685,-0.002053040464935685,-0.002053040464935685,-0.002053040464935685,-0.002053040464935685,-0.002053040464935685,0.0,0.0,0.0,0.38860524022756393
2021-12-08,0.38879128190988527,0.3100062074605061,0.47356077037945,0.38879128190988527,0.38879128190988527,0.0017533407353643223,0.0017533407353643223,0.0017533407353643223,0.0017533407353643223,0.0017533407353643223,0.0017533407353643223,0.0,0.0,0.0,0.3905446226452496
2021-12-09,0.38692061236795633,0.30196007300726435,0.46870587233149436,0.38692061236795633,0.38692061236795633,0.00043224979504743707,0.00043224979504743707,0.00043224979504743707,0.00043224979504743707,0.00043224979504743707,0.00043224979504743707,0.0,0.0,0.0,0.38735286216300374
2021-12-10,0.38504994282602745,0.26958008108841663,0.4332080870641122,0.38504994282602745,0.38504994282602745,-0.031657890053925594,-0.031657890053925594,-0.031657890053925594,-0.031657890053925594,-0.031657890053925594,-0.031657890053925594,0.0,0.0,0.0,0.35339205277210184
2021-12-11,0.38317927328409845,0.314390433162494,0.47292804345532174,0.38317927328409845,0.38317927328409845,0.012433800163747243,0.012433800163747243,0.012433800163747243,0.012433800163747243,0.012433800163747243,0.012433800163747243,0.0,0.0,0.0,0.3956130734478457
2021-12-12,0.38130554689626506,0.3077892339048184,0.47222897176750195,0.38130554689626506,0.38130554689626506,0.008283988776626179,0.008283988776626179,0.008283988776626179,0.008283988776626179,0.008283988776626179,0.008283988776626179,0.0,0.0,0.0,0.38958953567289123
2021-12-13,0.3794318205084316,0.30882528955184363,0.4731403002543497,0.3794318205084316,0.3794318205084316,0.010807551048103863,0.010807551048103863,0.010807551048103863,0.010807551048103863,0.010807551048103863,0.010807551048103863,0.0,0.0,0.0,0.3902393715565355
2021-12-14,0.3775580941205982,0.29694664422533656,0.4587930637988811,0.3775580941205982,0.3775580941205982,-0.0020530404649965798,-0.0020530404649965798,-0.0020530404649965798,-0.0020530404649965798,-0.0020530404649965798,-0.0020530404649965798,0.0,0.0,0.0,0.3755050536556016
2021-12-15,0.37568374508020297,0.2996079192034932,0.4602307230398409,0.37568374508020297,0.37568374508020297,0.001753340735345723,0.001753340735345723,0.001753340735345723,0.001753340735345723,0.001753340735345723,0.001753340735345723,0.0,0.0,0.0,0.3774370858155487
2021-12-16,0.3738093960398078,0.2993331906942077,0.4568987938817802,0.3738093960398078,0.3738093960398078,0.00043224979498562865,0.00043224979498562865,0.00043224979498562865,0.00043224979498562865,0.00043224979498562865,0.00043224979498562865,0.0,0.0,0.0,0.3742416458347934
2021-12-17,0.3719350469994124,0.25091137185587187,0.4227204856630166,0.3719350469994124,0.3719350469994124,-0.031657890053901724,-0.031657890053901724,-0.031657890053901724,-0.031657890053901724,-0.031657890053901724,-0.031657890053901724,0.0,0.0,0.0,0.34027715694551064
2021-12-18,0.37006046353886884,0.2956308008854627,0.4711894468581135,0.37006046353886884,0.37006046353886884,0.01243380016376625,0.01243380016376625,0.01243380016376625,0.01243380016376625,0.01243380016376625,0.01243380016376625,0.0,0.0,0.0,0.3824942637026351
2021-12-19,0.3681858800783253,0.2927896723392506,0.45641320204112507,0.3681858800783253,0.3681858800783253,0.008283988776589429,0.008283988776589429,0.008283988776589429,0.008283988776589429,0.008283988776589429,0.008283988776589429,0.0,0.0,0.0,0.37646986885491474
2021-12-20,0.3663112966177818,0.29818497650255343,0.4609937160141118,0.3663112966177818,0.3663112966177818,0.010807551048001768,0.010807551048001768,0.010807551048001768,0.010807551048001768,0.010807551048001768,0.010807551048001768,0.0,0.0,0.0,0.3771188476657835
2021-12-21,0.36443615326369894,0.2721057440406709,0.4427351725287843,0.36443615326369894,0.36443615326369894,-0.002053040464887942,-0.002053040464887942,-0.002053040464887942,-0.002053040464887942,-0.002053040464887942,-0.002053040464887942,0.0,0.0,0.0,0.36238311279881097
2021-12-22,0.36256100990961604,0.28448100763803763,0.44562223839651244,0.36256100990961604,0.36256100990961604,0.0017533407353271238,0.0017533407353271238,0.0017533407353271238,0.0017533407353271238,0.0017533407353271238,0.0017533407353271238,0.0,0.0,0.0,0.36431435064494316
2021-12-23,0.36068586655553314,0.2776914285261646,0.43797386436195895,0.36068586655553314,0.36068586655553314,0.0004322497950729104,0.0004322497950729104,0.0004322497950729104,0.0004322497950729104,0.0004322497950729104,0.0004322497950729104,0.0,0.0,0.0,0.36111811635060603
2021-12-24,0.3588101523795345,0.25482216972972127,0.40665795136640875,0.3588101523795345,0.3588101523795345,-0.031657890053877855,-0.031657890053877855,-0.031657890053877855,-0.031657890053877855,-0.031657890053877855,-0.031657890053877855,0.0,0.0,0.0,0.32715226232565664
2021-12-25,0.3569344382035359,0.2873458701579842,0.4483496844976152,0.3569344382035359,0.3569344382035359,0.012433800163796707,0.012433800163796707,0.012433800163796707,0.012433800163796707,0.012433800163796707,0.012433800163796707,0.0,0.0,0.0,0.36936823836733257
2021-12-26,0.35505757244098113,0.2856923956039808,0.44760810207647644,0.35505757244098113,0.35505757244098113,0.008283988776599586,0.008283988776599586,0.008283988776599586,0.008283988776599586,0.008283988776599586,0.008283988776599586,0.0,0.0,0.0,0.3633415612175807
2021-12-27,0.3531807066784263,0.27899165389617353,0.44407807880585204,0.3531807066784263,0.3531807066784263,0.010807551048045821,0.010807551048045821,0.010807551048045821,0.010807551048045821,0.010807551048045821,0.010807551048045821,0.0,0.0,0.0,0.36398825772647214
2021-12-28,0.3513038409158715,0.26931945254651923,0.4294459589167289,0.3513038409158715,0.3513038409158715,-0.002053040464889266,-0.002053040464889266,-0.002053040464889266,-0.002053040464889266,-0.002053040464889266,-0.002053040464889266,0.0,0.0,0.0,0.3492508004509823
2021-12-29,0.34942613509458076,0.2719529974229133,0.43263878604415124,0.34942613509458076,0.34942613509458076,0.0017533407353085262,0.0017533407353085262,0.0017533407353085262,0.0017533407353085262,0.0017533407353085262,0.0017533407353085262,0.0,0.0,0.0,0.3511794758298893
2021-12-30,0.34754842927329005,0.2647245760907533,0.4325706046139876,0.34754842927329005,0.34754842927329005,0.0004322497950111052,0.0004322497950111052,0.0004322497950111052,0.0004322497950111052,0.0004322497950111052,0.0004322497950111052,0.0,0.0,0.0,0.34798067906830116
2021-12-31,0.34567072345199934,0.2353528164542037,0.403828303388123,0.34567072345199934,0.34567072345199934,-0.03165789005390653,-0.03165789005390653,-0.03165789005390653,-0.03165789005390653,-0.03165789005390653,-0.03165789005390653,0.0,0.0,0.0,0.3140128333980928
2022-01-01,0.34379298998242946,0.2727719081671494,0.43699333201311213,0.34379298998242946,0.34379298998242946,0.012433800163804264,0.012433800163804264,0.012433800163804264,0.012433800163804264,0.012433800163804264,0.012433800163804264,0.0,0.0,0.0,0.3562267901462337
2022-01-02,0.34191525651285964,0.2649626472267472,0.42979505755859104,0.34191525651285964,0.34191525651285964,0.008283988776609746,0.008283988776609746,0.008283988776609746,0.008283988776609746,0.008283988776609746,0.008283988776609746,0.0,0.0,0.0,0.3501992452894694
2022-01-03,0.34003752304328977,0.26498267222648497,0.4294301654401346,0.34003752304328977,0.34003752304328977,0.010807551048085022,0.010807551048085022,0.010807551048085022,0.010807551048085022,0.010807551048085022,0.010807551048085022,0.0,0.0,0.0,0.3508450740913748
2022-01-04,0.33815978503806676,0.25856907119347766,0.4168417885764139,0.33815978503806676,0.33815978503806676,-0.0020530404648653948,-0.0020530404648653948,-0.0020530404648653948,-0.0020530404648653948,-0.0020530404648653948,-0.0020530404648653948,0.0,0.0,0.0,0.3361067445732014
2022-01-05,0.3362820470328437,0.2547107690125649,0.4271207772457742,0.3362820470328437,0.3362820470328437,0.0017533407353695985,0.0017533407353695985,0.0017533407353695985,0.0017533407353695985,0.0017533407353695985,0.0017533407353695985,0.0,0.0,0.0,0.3380353877682133
2022-01-06,0.3344043090276207,0.25350222359498364,0.4244135433202846,0.3344043090276207,0.3344043090276207,0.00043224979500809354,0.00043224979500809354,0.00043224979500809354,0.00043224979500809354,0.00043224979500809354,0.00043224979500809354,0.0,0.0,0.0,0.3348365588226288
2022-01-07,0.33252657102239763,0.21813489882676879,0.38284406941152244,0.33252657102239763,0.33252657102239763,-0.03165789005388266,-0.03165789005388266,-0.03165789005388266,-0.03165789005388266,-0.03165789005388266,-0.03165789005388266,0.0,0.0,0.0,0.300868680968515
