ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,marathon,marathon_lower,marathon_upper,sick,sick_lower,sick_upper,vacation,vacation_lower,vacation_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-12-11,40115.0159350696,34295.46972316603,72272.72168954804,40115.0159350696,40115.0159350696,12224.388328473471,12224.388328473471,12224.388328473471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12224.388328473471,12224.388328473471,12224.388328473471,0.0,0.0,0.0,52339.40426354307
2021-12-12,40124.57932898758,23569.603779496207,64357.624253852526,40124.57932898758,40124.57932898758,3317.4341135707778,3317.4341135707778,3317.4341135707778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3317.4341135707778,3317.4341135707778,3317.4341135707778,0.0,0.0,0.0,43442.01344255836
2021-12-13,40134.142722905555,17823.81364952332,57570.153604856605,40134.142722905555,40134.142722905555,-3410.3352214469624,-3410.3352214469624,-3410.3352214469624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3410.3352214469624,-3410.3352214469624,-3410.3352214469624,0.0,0.0,0.0,36723.80750145859
2021-12-14,40143.70611262747,18080.20042183643,59055.11486452051,40143.70611262747,40143.70611262747,-2228.588698859913,-2228.588698859913,-2228.588698859913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2228.588698859913,-2228.588698859913,-2228.588698859913,0.0,0.0,0.0,37915.117413767555
2021-12-15,40153.269502349394,14985.741003869769,53609.97274684641,40153.269502349394,40153.269502349394,-6037.186559276399,-6037.186559276399,-6037.186559276399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6037.186559276399,-6037.186559276399,-6037.186559276399,0.0,0.0,0.0,34116.082943072994
2021-12-16,40162.83289207131,12290.360310407483,52231.60839256544,40162.83289207131,40162.83289207131,-7534.80688303324,-7534.80688303324,-7534.80688303324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7534.80688303324,-7534.80688303324,-7534.80688303324,0.0,0.0,0.0,32628.02600903807
2021-12-17,40172.396281793226,23676.24368243379,63806.7355400079,40172.396281793226,40172.396281793226,3669.0949206240225,3669.0949206240225,3669.0949206240225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.0949206240225,3669.0949206240225,3669.0949206240225,0.0,0.0,0.0,43841.49120241725
2021-12-18,40181.95967237335,32599.1843246682,71595.68448867863,40181.95967237335,40181.95967237335,12224.388328472402,12224.388328472402,12224.388328472402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12224.388328472402,12224.388328472402,12224.388328472402,0.0,0.0,0.0,52406.34800084575
2021-12-19,40191.52306295346,23614.83536021078,63635.70202515736,40191.52306295346,40191.52306295346,3317.434113561135,3317.434113561135,3317.434113561135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3317.434113561135,3317.434113561135,3317.434113561135,0.0,0.0,0.0,43508.957176514596
2021-12-20,40201.086453533586,16844.68423098523,54820.16095355514,40201.086453533586,40201.086453533586,-3410.3352214502224,-3410.3352214502224,-3410.3352214502224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3410.3352214502224,-3410.3352214502224,-3410.3352214502224,0.0,0.0,0.0,36790.75123208336
2021-12-21,40210.64984386085,17734.48307488376,58473.48291636639,40210.64984386085,40210.64984386085,-2228.5886988571206,-2228.5886988571206,-2228.5886988571206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2228.5886988571206,-2228.5886988571206,-2228.5886988571206,0.0,0.0,0.0,37982.061145003725
2021-12-22,40220.2132341881,21267.999222826864,59592.185743702765,40220.2132341881,40220.2132341881,-307.6823610062898,-307.6823610062898,-307.6823610062898,5729.504198275,5729.504198275,5729.504198275,5729.504198275,5729.504198275,5729.504198275,0.0,0.0,0.0,0.0,0.0,0.0,-6037.18655928129,-6037.18655928129,-6037.18655928129,0.0,0.0,0.0,39912.53087318181
2021-12-23,40229.77662451536,12892.706246472044,52196.057263351504,40229.77662451536,40229.77662451536,-7534.806883050396,-7534.806883050396,-7534.806883050396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7534.806883050396,-7534.806883050396,-7534.806883050396,0.0,0.0,0.0,32694.969741464964
2021-12-24,40239.34001484261,25387.087799709625,63292.03532294669,40239.34001484261,40239.34001484261,3669.094920634823,3669.094920634823,3669.094920634823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.094920634823,3669.094920634823,3669.094920634823,0.0,0.0,0.0,43908.43493547743
2021-12-25,40248.90339636283,33508.04902094131,73203.65954653303,40248.90339636283,40248.90339636283,12224.388328472032,12224.388328472032,12224.388328472032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12224.388328472032,12224.388328472032,12224.388328472032,0.0,0.0,0.0,52473.29172483487
2021-12-26,40258.466777883055,24478.043952493153,63220.30591421201,40258.466777883055,40258.466777883055,3317.4341135529726,3317.4341135529726,3317.4341135529726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3317.4341135529726,3317.4341135529726,3317.4341135529726,0.0,0.0,0.0,43575.90089143603
2021-12-27,40268.03015940328,17059.880405808166,56792.303879526415,40268.03015940328,40268.03015940328,-3410.3352214495394,-3410.3352214495394,-3410.3352214495394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3410.3352214495394,-3410.3352214495394,-3410.3352214495394,0.0,0.0,0.0,36857.69493795374
2021-12-28,40277.5935409235,18815.522246666354,58351.59129558871,40277.5935409235,40277.5935409235,-2228.588698857778,-2228.588698857778,-2228.588698857778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2228.588698857778,-2228.588698857778,-2228.588698857778,0.0,0.0,0.0,38049.004842065726
2021-12-29,40287.1569269668,14243.856221030086,54103.33791022851,40287.1569269668,40287.1569269668,-6037.186559286183,-6037.186559286183,-6037.186559286183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6037.186559286183,-6037.186559286183,-6037.186559286183,0.0,0.0,0.0,34249.970367680624
2021-12-30,40296.72031301011,13943.247142824599,53229.04336021313,40296.72031301011,40296.72031301011,-7534.806883047384,-7534.806883047384,-7534.806883047384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7534.806883047384,-7534.806883047384,-7534.806883047384,0.0,0.0,0.0,32761.913429962726
2021-12-31,40306.28369905341,23832.42826937743,63430.963608200196,40306.28369905341,40306.28369905341,3669.094920645178,3669.094920645178,3669.094920645178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.094920645178,3669.094920645178,3669.094920645178,0.0,0.0,0.0,43975.37861969859
2022-01-01,40315.847085096706,31889.7483389232,72613.17560371023,40315.847085096706,40315.847085096706,12224.388328470264,12224.388328470264,12224.388328470264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12224.388328470264,12224.388328470264,12224.388328470264,0.0,0.0,0.0,52540.235413566974
2022-01-02,40325.41047114001,24263.387132836902,63569.96008576453,40325.41047114001,40325.41047114001,3317.434113544811,3317.434113544811,3317.434113544811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3317.434113544811,3317.434113544811,3317.434113544811,0.0,0.0,0.0,43642.84458468482
2022-01-03,40334.97385718331,18096.628964322535,56705.05232874269,40334.97385718331,40334.97385718331,-3410.3352214462034,-3410.3352214462034,-3410.3352214462034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3410.3352214462034,-3410.3352214462034,-3410.3352214462034,0.0,0.0,0.0,36924.6386357371
2022-01-04,40344.53724322661,17715.58886476796,58123.58920822732,40344.53724322661,40344.53724322661,-2228.588698857057,-2228.588698857057,-2228.588698857057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2228.588698857057,-2228.588698857057,-2228.588698857057,0.0,0.0,0.0,38115.94854436955
2022-01-05,40354.10062926991,14838.611401769132,53557.769838219865,40354.10062926991,40354.10062926991,-6037.186559289315,-6037.186559289315,-6037.186559289315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6037.186559289315,-6037.186559289315,-6037.186559289315,0.0,0.0,0.0,34316.914069980594
2022-01-06,40363.66401531321,14318.308293421209,53282.811157034885,40363.66401531321,40363.66401531321,-7534.80688304327,-7534.80688304327,-7534.80688304327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7534.80688304327,-7534.80688304327,-7534.80688304327,0.0,0.0,0.0,32828.85713226994
2022-01-07,40373.227401356504,23970.160710201588,63328.18941261844,40373.227401356504,40373.227401356504,3669.0949206559776,3669.0949206559776,3669.0949206559776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.0949206559776,3669.0949206559776,3669.0949206559776,0.0,0.0,0.0,44042.32232201248
2022-01-08,40382.790787399805,33544.27064674952,71982.51999949508,40382.790787399805,40382.790787399805,12224.388328474904,12224.388328474904,12224.388328474904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12224.388328474904,12224.388328474904,12224.388328474904,0.0,0.0,0.0,52607.17911587471
2022-01-09,40392.354173443106,24689.585069219916,63575.21588628218,40392.354173443106,40392.354173443106,3317.434113536649,3317.434113536649,3317.434113536649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3317.434113536649,3317.434113536649,3317.434113536649,0.0,0.0,0.0,43709.788286979754
2022-01-10,40401.91755948641,17280.966992248912,56291.39928245963,40401.91755948641,40401.91755948641,-3410.3352214455203,-3410.3352214455203,-3410.3352214455203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3410.3352214455203,-3410.3352214455203,-3410.3352214455203,0.0,0.0,0.0,36991.582338040884
2022-01-11,40411.48094552971,18094.867088633557,58380.25324624264,40411.48094552971,40411.48094552971,-2228.5886988584048,-2228.5886988584048,-2228.5886988584048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2228.5886988584048,-2228.5886988584048,-2228.5886988584048,0.0,0.0,0.0,38182.892246671305
2022-01-12,40421.04433157301,15725.871402093633,54512.888862019034,40421.04433157301,40421.04433157301,-6037.186559295967,-6037.186559295967,-6037.186559295967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6037.186559295967,-6037.186559295967,-6037.186559295967,0.0,0.0,0.0,34383.85777227704
2022-01-13,40430.60771761631,13845.841714149225,53150.543619099306,40430.60771761631,40430.60771761631,-7534.80688303916,-7534.80688303916,-7534.80688303916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7534.80688303916,-7534.80688303916,-7534.80688303916,0.0,0.0,0.0,32895.80083457715
2022-01-14,40440.17110365961,24713.071985488685,64006.13056793851,40440.17110365961,40440.17110365961,3669.0949206077985,3669.0949206077985,3669.0949206077985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.0949206077985,3669.0949206077985,3669.0949206077985,0.0,0.0,0.0,44109.26602426741
2022-01-15,40449.73448970291,33958.288387287015,72475.14463337552,40449.73448970291,40449.73448970291,12224.388328473835,12224.388328473835,12224.388328473835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12224.388328473835,12224.388328473835,12224.388328473835,0.0,0.0,0.0,52674.122818176744
2022-01-16,40459.29787574621,24411.81320689623,64730.50790763943,40459.29787574621,40459.29787574621,3317.434113527005,3317.434113527005,3317.434113527005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3317.434113527005,3317.434113527005,3317.434113527005,0.0,0.0,0.0,43776.73198927322
2022-01-17,40468.86126178951,17827.696909169474,57168.5942907525,40468.86126178951,40468.86126178951,-3410.335221446809,-3410.335221446809,-3410.335221446809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3410.335221446809,-3410.335221446809,-3410.335221446809,0.0,0.0,0.0,37058.5260403427
2022-01-18,40478.42464783281,19045.79798850854,57954.92668312879,40478.42464783281,40478.42464783281,-2228.588698859753,-2228.588698859753,-2228.588698859753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2228.588698859753,-2228.588698859753,-2228.588698859753,0.0,0.0,0.0,38249.83594897306
2022-01-19,40487.98803387611,14939.365576452017,54551.408881643816,40487.98803387611,40487.98803387611,-6037.1865592743625,-6037.1865592743625,-6037.1865592743625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6037.1865592743625,-6037.1865592743625,-6037.1865592743625,0.0,0.0,0.0,34450.80147460174
2022-01-20,40497.55141991941,13641.204706730936,51624.71233586033,40497.55141991941,40497.55141991941,-7534.806883035047,-7534.806883035047,-7534.806883035047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7534.806883035047,-7534.806883035047,-7534.806883035047,0.0,0.0,0.0,32962.74453688436
2022-01-21,40507.11480596271,23787.35846653584,63437.552567407365,40507.11480596271,40507.11480596271,3669.0949206185987,3669.0949206185987,3669.0949206185987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.0949206185987,3669.0949206185987,3669.0949206185987,0.0,0.0,0.0,44176.209726581306
2022-01-22,40516.67819200601,33563.912410637655,73410.91038425837,40515.473154655956,40517.56807899273,12224.388328473464,12224.388328473464,12224.388328473464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12224.388328473464,12224.388328473464,12224.388328473464,0.0,0.0,0.0,52741.06652047947
2022-01-23,40526.24157804931,23394.104114584123,63387.333237077306,40516.50837559587,40538.42127701907,3317.4341135203244,3317.4341135203244,3317.4341135203244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3317.4341135203244,3317.4341135203244,3317.4341135203244,0.0,0.0,0.0,43843.67569156963
2022-01-24,40535.80496409261,17170.7117389253,56280.70546133641,40509.44163111262,40566.853525343366,-3410.3352214454435,-3410.3352214454435,-3410.3352214454435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3410.3352214454435,-3410.3352214454435,-3410.3352214454435,0.0,0.0,0.0,37125.46974264717
2022-01-25,40545.36835013591,20439.135435992437,58048.483294255406,40494.39387423198,40600.83987784214,-2228.588698856962,-2228.588698856962,-2228.588698856962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2228.588698856962,-2228.588698856962,-2228.588698856962,0.0,0.0,0.0,38316.77965127895
2022-01-26,40554.931736179205,16420.52987829256,54874.70207324262,40475.03023080889,40634.33609836814,-6037.186559279255,-6037.186559279255,-6037.186559279255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6037.186559279255,-6037.186559279255,-6037.186559279255,0.0,0.0,0.0,34517.74517689995
2022-01-27,40564.495122222506,13244.325440900686,51851.9394979735,40450.9993009448,40675.27383648672,-7534.806883032035,-7534.806883032035,-7534.806883032035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7534.806883032035,-7534.806883032035,-7534.806883032035,0.0,0.0,0.0,33029.68823919047
2022-01-28,40574.05850826581,24886.506781559427,65484.191613692565,40422.97123963642,40720.95614334204,3669.094920629176,3669.094920629176,3669.094920629176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.094920629176,3669.094920629176,3669.094920629176,0.0,0.0,0.0,44243.153428894984
2022-01-29,40583.621894309115,33175.80590848602,72489.73226248896,40399.52234706451,40762.66824965402,12224.388328473095,12224.388328473095,12224.388328473095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12224.388328473095,12224.388328473095,12224.388328473095,0.0,0.0,0.0,52808.010222782206
2022-01-30,40593.185280352416,24030.155402884568,64661.863908597545,40371.19288480641,40813.87355007577,3317.43411355749,3317.43411355749,3317.43411355749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3317.43411355749,3317.43411355749,3317.43411355749,0.0,0.0,0.0,43910.6193939099
2022-01-31,40602.74866639571,17139.353357380194,56301.186229582476,40348.7176031791,40868.88429001215,-3410.3352214467322,-3410.3352214467322,-3410.3352214467322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3410.3352214467322,-3410.3352214467322,-3410.3352214467322,0.0,0.0,0.0,37192.41344494898
2022-02-01,40612.31205243901,18936.58799831728,57504.776774194695,40320.326031699675,40924.399680210074,-2228.5886988583106,-2228.5886988583106,-2228.5886988583106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2228.5886988583106,-2228.5886988583106,-2228.5886988583106,0.0,0.0,0.0,38383.7233535807
2022-02-02,40621.87543848231,15518.66169103002,54447.831467407916,40287.49902974223,40974.6131669801,-6037.186559282387,-6037.186559282387,-6037.186559282387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6037.186559282387,-6037.186559282387,-6037.186559282387,0.0,0.0,0.0,34584.68887919992
2022-02-03,40631.43882452561,14640.257958945893,52201.87320465834,40238.497597648384,41042.313174227354,-7534.806883026823,-7534.806883026823,-7534.806883026823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7534.806883026823,-7534.806883026823,-7534.806883026823,0.0,0.0,0.0,33096.63194149879
2022-02-04,40641.00221056891,23803.17735553728,62366.55131534672,40205.45578882906,41119.12432342871,3669.0949205812203,3669.0949205812203,3669.0949205812203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.0949205812203,3669.0949205812203,3669.0949205812203,0.0,0.0,0.0,44310.097131150134
2022-02-05,40650.565596612214,33501.50265291122,71772.9158904366,40155.972048864875,41181.27317648208,12224.388328471328,12224.388328471328,12224.388328471328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12224.388328471328,12224.388328471328,12224.388328471328,0.0,0.0,0.0,52874.953925083544
2022-02-06,40660.128982655515,24191.806056708814,63473.41426564391,40122.54751748083,41257.43809545445,3317.434113549328,3317.434113549328,3317.434113549328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3317.434113549328,3317.434113549328,3317.434113549328,0.0,0.0,0.0,43977.563096204845
2022-02-07,40669.69236869881,17181.257157553824,56517.19690473732,40089.460969095,41332.26250926454,-3410.3352214460488,-3410.3352214460488,-3410.3352214460488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3410.3352214460488,-3410.3352214460488,-3410.3352214460488,0.0,0.0,0.0,37259.35714725276
2022-02-08,40679.25575474211,17829.273119295583,57809.30338753859,40031.07584250869,41414.60162820261,-2228.5886988575885,-2228.5886988575885,-2228.5886988575885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2228.5886988575885,-2228.5886988575885,-2228.5886988575885,0.0,0.0,0.0,38450.66705588452
2022-02-09,40688.81914078541,14594.367231813547,53545.157867596674,39965.95151946839,41488.15159060909,-6037.186559285518,-6037.186559285518,-6037.186559285518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6037.186559285518,-6037.186559285518,-6037.186559285518,0.0,0.0,0.0,34651.63258149989
2022-02-10,40698.38252682871,13121.582858160244,52177.11619573711,39916.93846989411,41560.40034488029,-7534.806883045078,-7534.806883045078,-7534.806883045078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7534.806883045078,-7534.806883045078,-7534.806883045078,0.0,0.0,0.0,33163.57564378363
2022-02-11,40707.94591287201,26356.360325190195,64909.07267392709,39864.6494625293,41614.94942908738,3669.0949205917973,3669.0949205917973,3669.0949205917973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.0949205917973,3669.0949205917973,3669.0949205917973,0.0,0.0,0.0,44377.04083346381
2022-02-12,40717.50929891531,33758.45296046161,73267.16667764547,39797.569885413395,41678.82828493394,12224.388328470957,12224.388328470957,12224.388328470957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12224.388328470957,12224.388328470957,12224.388328470957,0.0,0.0,0.0,52941.89762738627
2022-02-13,40727.07268495861,23825.498363976636,64595.58084299778,39745.06570192578,41745.16269904122,3317.4341135396853,3317.4341135396853,3317.4341135396853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3317.4341135396853,3317.4341135396853,3317.4341135396853,0.0,0.0,0.0,44044.506798498296
2022-02-14,40736.636071001914,17144.75091121159,57960.940070927245,39657.27685789931,41835.035239605466,-3410.335221447338,-3410.335221447338,-3410.335221447338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3410.335221447338,-3410.335221447338,-3410.335221447338,0.0,0.0,0.0,37326.30084955458
2022-02-15,40746.199457045215,18721.709536402133,58698.29799035931,39601.423696688944,41917.527970165414,-2228.5886988582456,-2228.5886988582456,-2228.5886988582456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2228.5886988582456,-2228.5886988582456,-2228.5886988582456,0.0,0.0,0.0,38517.61075818697
2022-02-16,40755.762843088516,15254.16812535206,54756.236468693816,39539.895182664324,41996.19052221446,-6037.18655929217,-6037.18655929217,-6037.18655929217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6037.18655929217,-6037.18655929217,-6037.18655929217,0.0,0.0,0.0,34718.57628379635
2022-02-17,40765.32622913182,14345.930701681387,52716.621021430015,39479.227334117844,42085.06948662802,-7534.806883039867,-7534.806883039867,-7534.806883039867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7534.806883039867,-7534.806883039867,-7534.806883039867,0.0,0.0,0.0,33230.51934609195
2022-02-18,40774.88961517512,25110.634630670997,63904.95767599807,39410.77985717136,42179.21136880485,3669.094920602598,3669.094920602598,3669.094920602598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669.094920602598,3669.094920602598,3669.094920602598,0.0,0.0,0.0,44443.984535777716
2022-02-19,40784.45300121841,34061.90555013761,73834.62673823621,39328.40759992295,42258.212233916645,12224.388328469888,12224.388328469888,12224.388328469888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12224.388328469888,12224.388328469888,12224.388328469888,0.0,0.0,0.0,53008.8413296883
2022-02-20,40794.01638726171,22631.679036284313,63619.168126849414,39261.15351971601,42361.45420529587,3317.434113530042,3317.434113530042,3317.434113530042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3317.434113530042,3317.434113530042,3317.434113530042,0.0,0.0,0.0,44111.450500791754
